가게이름,가게종류,별점,후기 개수,후기 링크,리뷰 개수,리뷰 링크,주소,지번주소,운영시간,가게 상세보기,가게 전화번호,가게 URL(M과비슷),SNS/웹 홈페이지
이슬미로,카페,1.0,1건,https://place.map.kakao.com/16319618#comment,리뷰 28,https://place.map.kakao.com/16319618#review,경북 청도군 화양읍 이슬미로 145,(지번) 화양읍 유등리 1025-2,영업시간 화~일 12:00 ~ 19:00,https://place.map.kakao.com/16319618?openhour=1,상세보기,https://place.map.kakao.com/16319618,
고가커피,커피전문점,2.0,2건,https://place.map.kakao.com/113483056#comment,리뷰 4,https://place.map.kakao.com/113483056#review,경기 수원시 팔달구 화서문로 32,(지번) 신풍동 114-1,매일 10:00 ~ 22:00,https://place.map.kakao.com/113483056?openhour=1,031-8081-2888,no_link,
카페원,카페,3.4,5건,https://place.map.kakao.com/1955214008#comment,리뷰 13,https://place.map.kakao.com/1955214008#review,경기 의정부시 신흥로207번길 7 삼성빌딩 3층,(지번) 의정부동 560-5,"월,수,목,금,토,일 13:00 ~ 21:00",https://place.map.kakao.com/1955214008?openhour=1,031-836-0147,no_link,https://www.instagram.com/cafewon_official
카페그래티튜드,카페,3.0,3건,https://place.map.kakao.com/1929871586#comment,리뷰 1,https://place.map.kakao.com/1929871586#review,경남 진주시 남강로29번길 30-3,(지번) 평거동 1090-2,상세보기,https://place.map.kakao.com/1929871586,홈페이지,http://www.instagram.com/cafe_gratitude,
카페하일런,애견카페,5.0,1건,https://place.map.kakao.com/1934289411#comment,리뷰 13,https://place.map.kakao.com/1934289411#review,경기 여주시 세종대왕면 영릉로 489-6,(지번) 세종대왕면 왕대리 70-7,상세보기,https://place.map.kakao.com/1934289411,홈페이지,https://www.instagram.com/cafe_heilen/,
한우한상,"육류,고기",3.5,6건,https://place.map.kakao.com/1787865869#comment,리뷰 18,https://place.map.kakao.com/1787865869#review,경기 안산시 단원구 광덕대로 174 A동 212호,(지번) 고잔동 768,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,031-410-3689,https://place.map.kakao.com/1787865869,
낙원술집,술집,5.0,1건,https://place.map.kakao.com/399578784#comment,리뷰 0,https://place.map.kakao.com/399578784#review,충남 천안시 서북구 불당15길 11,(지번) 불당동 1394,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,041-567-1394,https://place.map.kakao.com/399578784,
마빈,카페,5.0,2건,https://place.map.kakao.com/1787323813#comment,리뷰 7,https://place.map.kakao.com/1787323813#review,충북 충주시 지곡6길 67 1층,(지번) 지현동 406,"월,수,목,일 14:00 ~ 01:00",https://place.map.kakao.com/1787323813?openhour=1,010-8634-1372,no_link,http://www.instagram.com/mabeans/
시시그라운드 본점,칵테일바,0.0,0건,https://place.map.kakao.com/1414696407#comment,리뷰 0,https://place.map.kakao.com/1414696407#review,경북 구미시 신시로7길 9 1층,(지번) 형곡동 145-34,매일 18:00 ~ 03:00,https://place.map.kakao.com/1414696407?openhour=1,054-442-4005,no_link,
카페다다,카페,(30),후기 미제공,no_link,리뷰 3,https://place.map.kakao.com/1777963750#review,서울 강서구 강서로 447 미르웰플러스오피스텔 1층 114호,(지번) 마곡동 727-1228,상세보기,https://place.map.kakao.com/1777963750,010-8098-1600,https://www.instagram.com/cafe.dada/,
스틸머그,카페,5.0,4건,https://place.map.kakao.com/1906876031#comment,리뷰 25,https://place.map.kakao.com/1906876031#review,인천 계양구 하느재로6번길 1 2층,(지번) 계산동 926-31,매일 12:00 ~ 22:00,https://place.map.kakao.com/1906876031?openhour=1,070-7808-6562,no_link,
오디오씨,커피전문점,5.0,2건,https://place.map.kakao.com/2113998000#comment,리뷰 5,https://place.map.kakao.com/2113998000#review,경기 화성시 봉담읍 와우안길 29 1층,(지번) 봉담읍 와우리 62-6,월~토 09:00 ~ 22:00,https://place.map.kakao.com/2113998000?openhour=1,031-223-8434,no_link,https://instagram.com/odoc_official
크래프티,카페,4.9,8건,https://place.map.kakao.com/893215741#comment,리뷰 16,https://place.map.kakao.com/893215741#review,서울 관악구 낙성대로 24 2층,(지번) 봉천동 1625-16,"월,화,수,목요일",https://place.map.kakao.com/893215741?openhour=1,상세보기,https://place.map.kakao.com/893215741,https://www.instagram.com/craftea_official/
COD,카페,0.0,0건,https://place.map.kakao.com/1605788164#comment,리뷰 5,https://place.map.kakao.com/1605788164#review,전남 목포시 원산로59번길 42 1층,(지번) 산정동 1756-11,매일 11:00 ~ 22:00,https://place.map.kakao.com/1605788164?openhour=1,상세보기,https://place.map.kakao.com/1605788164,https://www.instagram.com/cod.official__c/
그리다꿈 쌩유점,카페,1.0,1건,https://place.map.kakao.com/706849264#comment,리뷰 0,https://place.map.kakao.com/706849264#review,경기 김포시 양촌읍 석모로5번길 53,(지번) 양촌읍 석모리 896-9,"월,화,수,목,일 11:00 ~ 20:00",https://place.map.kakao.com/706849264?openhour=1,상세보기,https://place.map.kakao.com/706849264,http://www.gridaggum.com
에스루프탑,카페,0.0,0건,https://place.map.kakao.com/1279200306#comment,리뷰 5,https://place.map.kakao.com/1279200306#review,경북 포항시 북구 여남포길21번길 15-8 4층,(지번) 환호동 2-12,화~일 11:00 ~ 23:00,https://place.map.kakao.com/1279200306?openhour=1,상세보기,https://place.map.kakao.com/1279200306,
카페버로우,카페,4.3,10건,https://place.map.kakao.com/1293429125#comment,리뷰 38,https://place.map.kakao.com/1293429125#review,경기 수원시 팔달구 정조로900번길 19-1,(지번) 북수동 120,"수,목요일",https://place.map.kakao.com/1293429125?openhour=1,상세보기,https://place.map.kakao.com/1293429125,
소소명차,카페,5.0,1건,https://place.map.kakao.com/68896353#comment,리뷰 16,https://place.map.kakao.com/68896353#review,경북 포항시 북구 신덕로 53,(지번) 양덕동 2035-1,월~금 12:00 ~ 22:00,https://place.map.kakao.com/68896353?openhour=1,054-246-4020,no_link,https://www.instagram.com/pohang_puertea_soso/
피오리에,테마카페,4.0,4건,https://place.map.kakao.com/1028611974#comment,리뷰 29,https://place.map.kakao.com/1028611974#review,경기 파주시 경의로 1090 삼융타워 7층 704호,(지번) 야당동 1072-1,화~일 12:00 ~ 02:00,https://place.map.kakao.com/1028611974?openhour=1,031-949-8866,no_link,https://blog.naver.com/fiolier
두낫디스터브앞산,카페,3.4,13건,https://place.map.kakao.com/1316333637#comment,리뷰 83,https://place.map.kakao.com/1316333637#review,대구 남구 현충로6길 7,(지번) 대명동 493-31,매일 11:00 ~ 23:00,https://place.map.kakao.com/1316333637?openhour=1,상세보기,https://place.map.kakao.com/1316333637,
펍프루이,피자,0.0,0건,https://place.map.kakao.com/2008675419#comment,리뷰 10,https://place.map.kakao.com/2008675419#review,"경기 안산시 단원구 광덕1로 163 동남레이크빌2 105,106호",(지번) 고잔동 718-1,화~목 17:00 ~ 01:00,https://place.map.kakao.com/2008675419?openhour=1,031-411-1171,no_link,
리퓨지,카페,2.8,4건,https://place.map.kakao.com/2095240740#comment,리뷰 40,https://place.map.kakao.com/2095240740#review,경북 구미시 구미중앙로15길 19-1,(지번) 원평동 153-6,"월,수,목,금,토,일 13:00 ~ 22:00",https://place.map.kakao.com/2095240740?openhour=1,상세보기,https://place.map.kakao.com/2095240740,https://www.instagram.com/coffee_refuge/
성북로,커피전문점,4.0,5건,https://place.map.kakao.com/834781338#comment,리뷰 31,https://place.map.kakao.com/834781338#review,"서울 성북구 성북로28길 10 지하1층, 1, 2층",(지번) 성북동 254-8,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,02-747-0570,https://place.map.kakao.com/834781338,https://www.instagram.com/seongbukro/
카페따뜨시,카페,3.0,2건,https://place.map.kakao.com/1059009572#comment,리뷰 3,https://place.map.kakao.com/1059009572#review,경남 진주시 가좌길64번길 5 1층,(지번) 가좌동 1436-6,매일 10:00 ~ 22:00,https://place.map.kakao.com/1059009572?openhour=1,상세보기,https://place.map.kakao.com/1059009572,https://www.instagram.com/1436_6/
블랙바나나,커피전문점,3.0,2건,https://place.map.kakao.com/1688929863#comment,리뷰 1,https://place.map.kakao.com/1688929863#review,충남 아산시 배방읍 고불로 88-10,(지번) 배방읍 수철리 82-19,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,070-7744-9004,https://place.map.kakao.com/1688929863,
라피에나,카페,3.7,14건,https://place.map.kakao.com/1842154592#comment,리뷰 154,https://place.map.kakao.com/1842154592#review,경기 수원시 팔달구 창룡대로80번길 10-6,(지번) 남수동 11-73,영업시간 수~금 11:00 ~ 17:00,https://place.map.kakao.com/1842154592?openhour=1,상세보기,https://place.map.kakao.com/1842154592,https://instagram.com/__lapiena
태안커피집,커피전문점,4.3,4건,https://place.map.kakao.com/1818015864#comment,리뷰 7,https://place.map.kakao.com/1818015864#review,충남 태안군 태안읍 수등길 6,(지번) 태안읍 평천리 699,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,041-675-8004,https://place.map.kakao.com/1818015864,https://www.instagram.com/taeancoffee/
스텔라카페,카페,0.0,0건,https://place.map.kakao.com/818042212#comment,리뷰 3,https://place.map.kakao.com/818042212#review,경북 경산시 들뫼길 306,(지번) 점촌동 342,상세보기,https://place.map.kakao.com/818042212,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
수노은,카페,3.8,6건,https://place.map.kakao.com/954428963#comment,리뷰 41,https://place.map.kakao.com/954428963#review,충남 태안군 소원면 서해로 364-16,(지번) 소원면 송현리 291-9,매일 11:00 ~ 20:00,https://place.map.kakao.com/954428963?openhour=1,041-674-8882,no_link,https://www.instagram.com/soonoeun_official/
마이스코프,디저트카페,4.7,3건,https://place.map.kakao.com/529966937#comment,리뷰 10,https://place.map.kakao.com/529966937#review,경남 진주시 대신로356번길 12 1층,(지번) 하대동 319-12,수~토 11:00 ~ 21:00,https://place.map.kakao.com/529966937?openhour=1,상세보기,https://place.map.kakao.com/529966937,https://www.instagram.com/mys_coff/
빽공방,카페,0.0,0건,https://place.map.kakao.com/1091324607#comment,리뷰 10,https://place.map.kakao.com/1091324607#review,충북 충주시 지곡6길 69 1층,(지번) 지현동 405,"월,목,금,토,일 12:00 ~ 23:00",https://place.map.kakao.com/1091324607?openhour=1,상세보기,https://place.map.kakao.com/1091324607,https://www.instagram.com/bback_craft/
헤이안 사계평안,일본식주점,5.0,1건,https://place.map.kakao.com/2088163329#comment,리뷰 0,https://place.map.kakao.com/2088163329#review,서울 광진구 군자로 175-2 1층 101호,(지번) 군자동 474-38,월~토 18:00 ~ 01:00,https://place.map.kakao.com/2088163329?openhour=1,070-8886-7770,no_link,http://instagram.com/heian_seoul
아소비바,"돈까스,우동",4.0,4건,https://place.map.kakao.com/1602552761#comment,리뷰 8,https://place.map.kakao.com/1602552761#review,서울 서대문구 연세로11길 27 1층,(지번) 창천동 52-151,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:30,https://place.map.kakao.com/1602552761?openhour=1,0507-1490-7500,no_link,https://naver.me/xyuoP7iQ
더블디,카페,1.0,1건,https://place.map.kakao.com/195111958#comment,리뷰 0,https://place.map.kakao.com/195111958#review,경기 화성시 여울로4길 31,(지번) 능동 1094-5,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,0507-1324-2564,https://place.map.kakao.com/195111958,http://www.double-d.kr/
파스타가든,이탈리안,2.6,16건,https://place.map.kakao.com/150924374#comment,리뷰 22,https://place.map.kakao.com/150924374#review,경기 고양시 일산동구 강송로73번길 8-11 1층,(지번) 백석동 1250,월~토 11:30 ~ 09:00 · 브레이크타임 월~토 14:30 ~ 17:00,https://place.map.kakao.com/150924374?openhour=1,031-902-0148,no_link,https://www.instagram.com/bumyong_choi/
빈야커피,카페,3.8,14건,https://place.map.kakao.com/1432182627#comment,리뷰 26,https://place.map.kakao.com/1432182627#review,경기 수원시 팔달구 화서문로45번길 6-5,(지번) 장안동 136,상세보기,https://place.map.kakao.com/1432182627,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
수리브헤,카페,0.0,0건,https://place.map.kakao.com/1608046948#comment,리뷰 5,https://place.map.kakao.com/1608046948#review,경남 창원시 진해구 병암로29번길 4-6,(지번) 이동 511-2,화~일 11:00 ~ 20:00,https://place.map.kakao.com/1608046948?openhour=1,상세보기,https://place.map.kakao.com/1608046948,https://www.instagram.com/sous_larbre/
레드펀,햄버거,5.0,11건,https://place.map.kakao.com/194648852#comment,리뷰 19,https://place.map.kakao.com/194648852#review,경기 시흥시 오이도로135번길 4 1층,(지번) 정왕동 1973-2,"월,수,목,금,토,일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 15:30 ~ 17:30",https://place.map.kakao.com/194648852?openhour=1,031-432-1029,no_link,https://www.instagram.com/redfern.oido_official/
백사,일식,1.6,7건,https://place.map.kakao.com/1323147748#comment,리뷰 0,https://place.map.kakao.com/1323147748#review,경북 경주시 포석로 1073,(지번) 황남동 290-3,"월,화,목,금,토,일 10:30 ~ 20:30",https://place.map.kakao.com/1323147748?openhour=1,상세보기,https://place.map.kakao.com/1323147748,
굿트커피,카페,4.5,2건,https://place.map.kakao.com/1692841038#comment,리뷰 33,https://place.map.kakao.com/1692841038#review,광주 동구 동계천로 137-5,(지번) 동명동 154-117,"월,수,목,금,토,일 13:00 ~ 21:00",https://place.map.kakao.com/1692841038?openhour=1,0507-1309-7194,no_link,
안나스낵 천안불당점,와인바,0.0,0건,https://place.map.kakao.com/1372664462#comment,리뷰 12,https://place.map.kakao.com/1372664462#review,충남 천안시 서북구 불당31길 40 1층 104호,(지번) 불당동 1647,매일 14:00 ~ 22:00,https://place.map.kakao.com/1372664462?openhour=1,010-7106-7958,no_link,https://www.instagram.com/annasnack.bd
더클래식커피서비스,카페,5.0,2건,https://place.map.kakao.com/103251132#comment,리뷰 28,https://place.map.kakao.com/103251132#review,경기 수원시 장안구 팔달로 281 1층,(지번) 영화동 165-5,매일 11:00 ~ 22:00,https://place.map.kakao.com/103251132?openhour=1,상세보기,https://place.map.kakao.com/103251132,https://www.instagram.com/theclassiccoffeeservice/
오시에,디저트카페,4.6,14건,https://place.map.kakao.com/268204450#comment,리뷰 100,https://place.map.kakao.com/268204450#review,"경기 양주시 장흥면 호국로597번길 22 1, 2층",(지번) 장흥면 부곡리 530-6,"영업시간 목,금 12:00 ~ 17:00",https://place.map.kakao.com/268204450?openhour=1,010-9248-4188,no_link,https://www.instagram.com/___osier___/
김해뒷고기 용인본점,"육류,고기",2.5,2건,https://place.map.kakao.com/18788097#comment,리뷰 5,https://place.map.kakao.com/18788097#review,경기 용인시 처인구 중부대로 1403 1층,(지번) 김량장동 336-10,월~토 16:00 ~ 23:00,https://place.map.kakao.com/18788097?openhour=1,031-333-9892,no_link,
더밀턴,양식,3.0,1건,https://place.map.kakao.com/95076325#comment,리뷰 4,https://place.map.kakao.com/95076325#review,대구 수성구 용학로 106-7,(지번) 두산동 888-2,매일 10:30 ~ 01:00,https://place.map.kakao.com/95076325?openhour=1,상세보기,https://place.map.kakao.com/95076325,
카페마음,애견카페,1.0,1건,https://place.map.kakao.com/53152448#comment,리뷰 0,https://place.map.kakao.com/53152448#review,경북 경주시 충효3길 7 2층,(지번) 충효동 2987-9,"월,수,목,금 13:00 ~ 22:00",https://place.map.kakao.com/53152448?openhour=1,0507-1316-5064,no_link,
파티세리제이,디저트카페,1.0,1건,https://place.map.kakao.com/1141746685#comment,리뷰 1,https://place.map.kakao.com/1141746685#review,경남 양산시 상북면 어곡터널로 211,(지번) 상북면 소토리 559-1,상세보기,https://place.map.kakao.com/1141746685,홈페이지,https://www.instagram.com/patisserie_j_official/,
카페유효,카페,0.0,0건,https://place.map.kakao.com/1847461159#comment,리뷰 1,https://place.map.kakao.com/1847461159#review,경북 경산시 압량읍 조산로 35,(지번) 압량읍 부적리 286-1,매일 12:00 ~ 22:00,https://place.map.kakao.com/1847461159?openhour=1,010-5713-3325,no_link,
레스페베르,카페,5.0,2건,https://place.map.kakao.com/1010549697#comment,리뷰 5,https://place.map.kakao.com/1010549697#review,제주특별자치도 제주시 전농로 65 1층,(지번) 삼도이동 595-4,상세보기,https://place.map.kakao.com/1010549697,홈페이지,https://www.instagram.com/resfeber____/,
시나브로카페,카페,1.0,1건,https://place.map.kakao.com/2023191170#comment,리뷰 4,https://place.map.kakao.com/2023191170#review,충북 청주시 서원구 2순환로 1490 1층,(지번) 성화동 211-1,매일 10:00 ~ 22:00,https://place.map.kakao.com/2023191170?openhour=1,043-262-1013,no_link,http://sinabro.cityfood.co.kr/
피크니치,카페,3.5,4건,https://place.map.kakao.com/770005194#comment,리뷰 27,https://place.map.kakao.com/770005194#review,전남 무안군 삼향읍 후광대로 292 203호,(지번) 삼향읍 남악리 2115,월~토 10:00 ~ 20:00,https://place.map.kakao.com/770005194?openhour=1,061-285-3661,no_link,https://www.instagram.com/cafe_picnich/
속초당,일본식주점,4.0,1건,https://place.map.kakao.com/1586002629#comment,리뷰 4,https://place.map.kakao.com/1586002629#review,강원 속초시 중앙로 300-1 1층,(지번) 영랑동 131-152,화~일 17:00 ~ 24:00,https://place.map.kakao.com/1586002629?openhour=1,010-6616-8561,no_link,https://www.instagram.com/sokchodang79
아티잔스튜디오,카페,0.0,0건,https://place.map.kakao.com/1529690932#comment,리뷰 1,https://place.map.kakao.com/1529690932#review,부산 부산진구 만리산로 42,(지번) 범천동 1284-24,상세보기,https://place.map.kakao.com/1529690932,홈페이지,https://www.instagram.com/artisanstudio_korea/,
키치카레,인도음식,5.0,2건,https://place.map.kakao.com/1117537691#comment,리뷰 2,https://place.map.kakao.com/1117537691#review,서울 성동구 광나루로11길 32,(지번) 송정동 73-645,상세보기,https://place.map.kakao.com/1117537691,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4
이웃집고양이,고양이카페,5.0,1건,https://place.map.kakao.com/1672516087#comment,리뷰 4,https://place.map.kakao.com/1672516087#review,경기 화성시 봉담읍 상리2길 51 901호,(지번) 봉담읍 상리 690,화~일 13:00 ~ 20:00,https://place.map.kakao.com/1672516087?openhour=1,상세보기,https://place.map.kakao.com/1672516087,
고터뒷집,"육류,고기",0.0,0건,https://place.map.kakao.com/1916379594#comment,리뷰 1,https://place.map.kakao.com/1916379594#review,경북 경주시 태종로685번길 10-5,(지번) 노서동 241-21,매일 17:30 ~ 02:30,https://place.map.kakao.com/1916379594?openhour=1,상세보기,https://place.map.kakao.com/1916379594,
외도파티쉐리,"제과,베이커리",3.0,3건,https://place.map.kakao.com/658421228#comment,리뷰 8,https://place.map.kakao.com/658421228#review,경남 거제시 일운면 구조라로2길 23-3 1~2층,(지번) 일운면 구조라리 408-3,영업시간 매일 11:00 ~ 19:00,https://place.map.kakao.com/658421228?openhour=1,상세보기,https://place.map.kakao.com/658421228,
바이더문,커피전문점,1.0,2건,https://place.map.kakao.com/970580576#comment,리뷰 0,https://place.map.kakao.com/970580576#review,경기 부천시 조마루로 87 늘푸른종합상가 지하1층,(지번) 상동 557-5,화~목 13:00 ~ 20:00,https://place.map.kakao.com/970580576?openhour=1,010-2482-0925,no_link,
오아,카페,2.0,1건,https://place.map.kakao.com/1069903067#comment,리뷰 3,https://place.map.kakao.com/1069903067#review,대구 수성구 달구벌대로 2811,(지번) 이천동 54-5,영업시간 화~금 12:00 ~ 18:00,https://place.map.kakao.com/1069903067?openhour=1,상세보기,https://place.map.kakao.com/1069903067,https://www.instagram.com/cafe.or_/
수퍼우먼,"호프,요리주점",3.7,3건,https://place.map.kakao.com/1960989357#comment,리뷰 5,https://place.map.kakao.com/1960989357#review,경기 화성시 봉담읍 동화길 51 원희캐슬 B동 215호,(지번) 봉담읍 동화리 564,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,031-5183-3898,https://place.map.kakao.com/1960989357,
김양비어&포차 목포점,"호프,요리주점",0.0,0건,https://place.map.kakao.com/2005981827#comment,리뷰 3,https://place.map.kakao.com/2005981827#review,전남 목포시 원산중앙로 40 385동 304호,(지번) 산정동 1744-15,매일 18:00 ~ 04:00,https://place.map.kakao.com/2005981827?openhour=1,상세보기,https://place.map.kakao.com/2005981827,http://www.kimyangbeer.com
플레인테이블,디저트카페,0.0,0건,https://place.map.kakao.com/532568797#comment,리뷰 0,https://place.map.kakao.com/532568797#review,경남 양산시 물금읍 야리로 19 구디몰 2층,(지번) 물금읍 가촌리 1270-13,상세보기,https://place.map.kakao.com/532568797,홈페이지,https://www.instagram.com/plain.table,
삐요파스타바,이탈리안,0.0,0건,https://place.map.kakao.com/965505476#comment,리뷰 16,https://place.map.kakao.com/965505476#review,경기 안산시 단원구 고잔로 72 센트럴타워 206호,(지번) 고잔동 533-1,"월,수,목,금,토,일 17:00 ~ 24:00",https://place.map.kakao.com/965505476?openhour=1,0507-1334-5178,no_link,https://www.instagram.com/piopastabar
무한청춘,"육류,고기",0.0,0건,https://place.map.kakao.com/254715821#comment,리뷰 1,https://place.map.kakao.com/254715821#review,전남 광양시 오류5길 64,(지번) 중동 1647-4,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,061-792-3600,https://place.map.kakao.com/254715821,
컴바이엣,카페,0.0,0건,https://place.map.kakao.com/989705075#comment,리뷰 6,https://place.map.kakao.com/989705075#review,충남 천안시 서북구 불당25로 236 1층 115호,(지번) 불당동 1479-2,매일 11:00 ~ 21:00,https://place.map.kakao.com/989705075?openhour=1,070-4755-7568,no_link,https://www.instagram.com/comebyat_/
카페해빙,카페,3.7,3건,https://place.map.kakao.com/1001305171#comment,리뷰 1,https://place.map.kakao.com/1001305171#review,인천 남동구 논고개로123번길 35 칼리오페 504호,(지번) 논현동 632-1,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,032-815-0950,https://place.map.kakao.com/1001305171,https://www.instagram.com/meishin2011
라온아토가죽공방,"미술,공예",0.0,0건,https://place.map.kakao.com/1097425649#comment,리뷰 4,https://place.map.kakao.com/1097425649#review,울산 중구 우정7길 4 1층,(지번) 우정동 385-13,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,010-5352-3422,https://place.map.kakao.com/1097425649,http://www.instagram.com/raon_ato_atelier
라트랑슈,커피전문점,0.0,0건,https://place.map.kakao.com/776673023#comment,리뷰 0,https://place.map.kakao.com/776673023#review,경기 수원시 팔달구 화서문로45번길 6-5,(지번) 장안동 136,상세보기,https://place.map.kakao.com/776673023,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
사계절팟타이,태국음식,0.0,0건,https://place.map.kakao.com/2096454166#comment,리뷰 3,https://place.map.kakao.com/2096454166#review,제주특별자치도 제주시 구좌읍 구좌로 35 1층,(지번) 구좌읍 세화리 1520-1,매일 17:00 ~ 22:30,https://place.map.kakao.com/2096454166?openhour=1,010-6785-5847,no_link,http://instagram.com/4seasons_padthai
써니의차롱,퓨전한식,0.0,0건,https://place.map.kakao.com/705917500#comment,리뷰 1,https://place.map.kakao.com/705917500#review,경기 하남시 미사강변한강로 279 롯데캐슬헤븐시티1차 316호,(지번) 망월동 1146-1,상세보기,https://place.map.kakao.com/705917500,홈페이지,https://www.instagram.com/charong_madeby_sunnytable,
가정식당,한식,3.0,3건,https://place.map.kakao.com/877254913#comment,리뷰 0,https://place.map.kakao.com/877254913#review,충북 청주시 상당구 상당로115번길 39,(지번) 북문로2가 80-8,상세보기,https://place.map.kakao.com/877254913,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
